x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,t,yf,e
0.7029824315057096,-1.2610565988249334,0.0,0.0,1.0,1.0,0.695178068473712,0.43363449284706274,0.5661202197130852,0.41329506873691196,-1.2010975268689033,0.25994017688957033,0.03518461570546178,0.0,0.0,0.015010683626618353,0.0,0.0,1.0,0.0
-0.5201917667588292,1.4647265744090405,0.0,0.0,0.0,0.0,-0.5809049262830618,-1.1104674465327902,-0.5833654716014015,-0.6083402485064752,1.6275310435073966,-0.48073477538753434,-0.5188150629967283,0.0,1.0,-0.3681587110827857,0.0,0.0,0.0,0.0
-0.9906433814759594,0.10183498779205362,0.0,0.0,1.0,0.0,0.622919688249659,0.821455445063398,-0.9066995638770033,-0.8166231893935841,-0.022502289212111677,0.19704152058370486,0.3484206482108256,0.0,0.0,0.4539776582173307,0.0,0.0,1.0,0.0
0.13844049384515322,1.8054494710632873,0.0,0.0,1.0,0.0,0.9769857513475182,1.1374577024248562,-0.01984033934963818,-0.1560193206541273,2.113701579040823,0.5292848029225476,0.6553286800595153,0.0,0.0,1.4577488067814266,0.0,0.0,1.0,0.0
-0.7083724126456813,-0.9203337021706866,1.0,0.0,1.0,1.0,-1.1474106272396363,-1.1104674465327902,-0.7206174944449223,-0.7018889119397776,-0.9506460388668351,-0.5580568483682105,-0.5188150629967283,1.0,1.0,-0.9799811254456631,0.0,0.0,1.0,1.0
2.1143372756571006,1.4647265744090405,0.0,0.0,1.0,0.0,2.393250003738954,4.031751105076395,2.446736878867096,2.7733355859829296,1.6275310435073966,2.4623366274394507,5.6252900594424275,0.0,0.0,2.8439089643223205,0.0,0.0,1.0,0.0
-0.7083724126456813,1.4647265744090405,0.0,0.0,0.0,0.0,0.6662747163840907,0.7280911417520579,-0.7206174944449223,-0.7018889119397776,1.6275310435073966,0.234478800816956,0.2666240488134768,0.0,0.0,0.9787870633946714,0.0,0.0,1.0,0.0
1.4557050150531181,-0.2388879088621931,0.0,0.0,0.0,1.0,-1.1474106272396363,-1.1104674465327902,1.4952108358846106,1.4873757308079882,-0.3613484200384393,-0.5580568483682105,-0.5188150629967283,1.0,1.0,-0.9799811254456631,0.0,0.0,0.0,0.0
-0.6142820897022553,0.10183498779205362,1.0,0.0,1.0,0.0,-0.0274057337668168,0.19663279982596904,-0.6533112140120418,-0.6569127063315043,-0.022502289212111677,-0.25582880481852677,-0.12182890058826225,0.0,0.0,-0.07278271129152412,0.0,0.0,1.0,0.0
-0.7083724126456813,0.10183498779205362,1.0,0.0,1.0,0.0,-0.15747081817011196,-0.5186814009286047,-0.7206174944449223,-0.7018889119397776,-0.022502289212111677,-0.3219478723272526,-0.43744080970381366,0.0,0.0,-0.1781347851932951,0.0,0.0,1.0,0.0
-0.6142820897022553,-0.2388879088621931,0.0,0.0,0.0,1.0,-1.1474106272396363,-0.9505799198772914,-0.6533112140120418,-0.6569127063315043,-0.3613484200384393,-0.5580568483682105,-0.5128750588978159,1.0,0.0,-0.9799811254456631,0.0,1.0,1.0,1.0
1.3616146921096919,0.7832807811005471,0.0,0.0,1.0,0.0,1.1142766737732186,1.3313681785330236,1.36983639194101,1.3313306586591405,0.7435846152648029,0.674366843557657,0.8666335656235675,0.0,0.0,1.1573002997282278,0.0,0.0,1.0,0.0
0.13844049384515322,0.10183498779205362,0.0,0.0,1.0,0.0,-0.29476174059581245,-1.1104674465327902,-0.01984033934963818,-0.1560193206541273,-0.022502289212111677,-0.38289667028763624,-0.5188150629967283,0.0,1.0,-0.2893397520896089,0.0,0.0,1.0,0.0
-1.2729143503062377,-0.5796108055164398,0.0,1.0,0.0,1.0,-1.0562466956643357,-0.9470535097432062,-1.0690264755092442,-0.9039706230428651,-0.6707296699233471,-0.5560544936640726,-0.5126101490718392,0.0,0.0,-0.9184458480589663,0.0,0.0,1.0,1.0
-0.4261014438154031,1.4647265744090405,0.0,0.0,1.0,0.0,0.2688536251518,0.43363449284706274,-0.5107802672130011,-0.556033221071738,1.6275310435073966,-0.07479389223898467,0.03518461570546178,0.0,0.0,0.5495749104615303,0.0,0.0,1.0,0.0
-1.2729143503062377,-1.2610565988249334,1.0,0.0,0.0,1.0,-0.9569120277849988,-0.8995169856402238,-1.0690264755092442,-0.9039706230428651,-1.2010975268689033,-0.5493134856870379,-0.5084751107478882,0.0,0.0,-0.8771125110131163,0.0,1.0,1.0,1.0
2.1143372756571006,0.10183498779205362,0.0,0.0,1.0,0.0,0.5506613080256062,0.821455445063398,2.446736878867096,2.7733355859829296,-0.022502289212111677,0.13665881053007398,0.3484206482108256,0.0,0.0,0.3954487282719024,0.0,0.0,1.0,0.0
-0.5201917667588292,1.8054494710632873,0.0,0.0,1.0,0.0,0.8324689908994124,0.886092270432787,-0.5833654716014015,-0.6083402485064752,2.113701579040823,0.3863790557956212,0.4074220634244736,0.0,0.0,1.291916838602713,0.0,0.0,1.0,0.0
0.7029824315057096,-1.2610565988249334,0.0,0.0,1.0,1.0,2.530540926164655,2.8754701179128768,0.5661202197130852,0.41329506873691196,-1.2010975268689033,2.7011125065077772,3.1728182746396616,0.0,0.0,1.0061005640358711,0.0,0.0,1.0,0.0
-1.4610949961930897,-1.2610565988249334,1.0,0.0,0.0,1.0,-1.0733399835531725,-1.055252502766355,-1.164047106708605,-0.9488315641570118,-1.2010975268689033,-0.5567349832058017,-0.518106675569779,0.0,0.0,-0.9399832225321153,0.0,0.0,1.0,1.0
0.13844049384515322,0.10183498779205362,0.0,0.0,1.0,0.0,-1.1474106272396363,-1.1104674465327902,-0.01984033934963818,-0.1560193206541273,-0.022502289212111677,-0.5580568483682105,-0.5188150629967283,1.0,1.0,-0.9799811254456631,0.0,0.0,0.0,0.0
0.04435017090172717,-0.2388879088621931,0.0,0.0,1.0,1.0,-1.1474106272396363,-1.1104674465327902,-0.1082623156045987,-0.23363843099910753,-0.3613484200384393,-0.5580568483682105,-0.5188150629967283,1.0,1.0,-0.9799811254456631,0.0,0.0,0.0,0.0
0.4207114626754314,1.8054494710632873,0.0,0.0,1.0,0.0,1.0925991597060027,1.072820877055467,0.26126236128180347,0.10560802811485971,2.113701579040823,0.6508553258305244,0.5887768095168813,0.0,0.0,1.5904143813243974,0.0,0.0,1.0,0.0
-0.6142820897022553,0.10183498779205362,0.0,0.0,1.0,0.0,-1.1474106272396363,-1.105325227981181,-0.6533112140120418,-0.6569127063315043,-0.022502289212111677,-0.5580568483682105,-0.518808918891606,1.0,0.0,-0.9799811254456631,0.0,0.0,0.0,0.0
1.5497953379965441,-1.2610565988249334,0.0,0.0,1.0,1.0,1.5406011170951304,-0.08346011010805081,1.6232247418059713,1.6500600378185393,-1.2010975268689033,1.1827766824779677,-0.2737368708976243,0.0,0.0,0.4715363372009592,0.0,0.0,1.0,0.0
-1.2729143503062377,-0.9203337021706866,1.0,0.0,0.0,1.0,-1.0691272547136472,-1.0456541954535306,-1.0690264755092442,-0.9039706230428651,-0.9506460388668351,-0.5565803465915068,-0.5178389835026346,0.0,0.0,-0.9324242675532792,0.0,0.0,1.0,1.0
-0.7083724126456813,-0.5796108055164398,1.0,0.0,0.0,1.0,-0.9421968274033262,-0.7248010551621014,-0.7206174944449223,-0.7018889119397776,-0.6707296699233471,-0.5479105403221987,-0.4842544716830081,0.0,0.0,-0.8414626579081493,0.0,0.0,1.0,0.0
-0.7083724126456813,1.4647265744090405,0.0,0.0,1.0,0.0,-0.258632550483786,-0.13373319650646462,-0.7206174944449223,-0.7018889119397776,1.6275310435073966,-0.36773809411792263,-0.297143282417481,0.0,0.0,-0.020106674340638637,0.0,0.0,1.0,0.0
1.6438856609399701,-0.5796108055164398,0.0,0.0,1.0,1.0,-1.1474106272396363,-1.1104674465327902,1.7538781097050922,1.8195218970837452,-0.6707296699233471,-0.5580568483682105,-0.5188150629967283,1.0,1.0,-0.9799811254456631,0.0,0.0,0.0,0.0
-0.33201112087197704,0.10183498779205362,0.0,0.0,0.0,0.0,-0.2718839188649138,-0.23391003605416552,-0.4355556008468406,-0.4998533066343408,-0.022502289212111677,-0.37337095802726034,-0.3402821433581849,0.0,0.0,-0.27080882984585175,0.0,0.0,1.0,1.0
-0.5201917667588292,-0.2388879088621931,1.0,0.0,0.0,1.0,-0.9081051260321096,-0.9320804340330715,-0.5833654716014015,-0.6083402485064752,-0.3613484200384393,-0.5442593521338811,-0.5114209847763266,0.0,0.0,-0.8022978777317934,0.0,1.0,0.0,1.0
-0.9906433814759594,0.10183498779205362,1.0,0.0,1.0,0.0,-0.46668813692984523,-0.438804704619366,-0.9066995638770033,-0.8166231893935841,-0.022502289212111677,-0.44641291771086816,-0.4139912164981034,0.0,0.0,-0.4285992812349212,0.0,0.0,1.0,1.0
1.7379759838833961,1.8054494710632873,0.0,1.0,1.0,0.0,1.1142766737732186,-1.1104674465327902,1.887170939581973,1.9958996259965591,2.113701579040823,0.674366843557657,-0.5188150629967283,0.0,1.0,1.6152891765512045,0.0,0.0,1.0,0.0
-0.8965530585325334,0.10183498779205362,0.0,0.0,1.0,0.0,-0.3670201208198653,-0.7248010551621014,-0.847311669377403,-0.7816058360778653,-0.022502289212111677,-0.41132686293788745,-0.4842544716830081,0.0,0.0,-0.34786868203503724,0.0,0.0,1.0,0.0
-1.3670046732496637,0.10183498779205362,1.0,0.0,0.0,0.0,-1.1067539406577767,-1.0700581520208026,-1.1178565220978045,-0.9276459501365077,-0.022502289212111677,-0.5576585955267453,-0.5184356430902268,0.0,0.0,-0.9470494107658647,0.0,1.0,0.0,1.0
-0.5201917667588292,0.7832807811005471,1.0,0.0,1.0,0.0,0.1965952449277471,-1.1104674465327902,-0.5833654716014015,-0.6083402485064752,0.7435846152648029,-0.1228484656566659,-0.5188150629967283,0.0,1.0,0.29009665437013143,0.0,0.0,1.0,0.0
-0.8965530585325334,0.44255788444630034,0.0,0.0,1.0,0.0,0.2688536251518,0.43363449284706274,-0.847311669377403,-0.7816058360778653,0.3458087225556357,-0.07479389223898467,0.03518461570546178,0.0,0.0,0.2627831537289316,0.0,0.0,1.0,0.0
